"x"
"nbr.val"	2500
"nbr.null"	0
"nbr.na"	0
"min"	0.403446712013333
"max"	0.700496031739583
"range"	0.29704931972625
"sum"	1421.35619124632
"median"	0.57010183874646
"mean"	0.56854247649853
"SE.mean"	0.000839593942862899
"CI.mean.0.95"	0.00164637128587971
"var"	0.00176229497223017
"std.dev"	0.041979697143145
"coef.var"	0.0738373980457615
"skewness"	-0.16859006508336
"skew.2SE"	-1.72169696045887
"kurtosis"	0.00104873136362826
"kurt.2SE"	0.00535712965502172
"normtest.W"	0.998076746703107
"normtest.p"	0.00421750542872962
