"x"
"nbr.val"	900
"nbr.null"	0
"nbr.na"	0
"min"	0.444166666666286
"max"	0.611742424242208
"range"	0.167575757575922
"sum"	477.608540254618
"median"	0.528598860560782
"mean"	0.530676155838465
"SE.mean"	0.00090758128376729
"CI.mean.0.95"	0.00178122471741467
"var"	0.000741333407980214
"std.dev"	0.0272274385130187
"coef.var"	0.0513070696948867
"skewness"	0.0918620392403401
"skew.2SE"	0.563473893762937
"kurtosis"	-0.0265116414578106
"kurt.2SE"	-0.0813996634675
"normtest.W"	0.998159374410236
"normtest.p"	0.447779507755172
