"x"
"nbr.val"	1600
"nbr.null"	0
"nbr.na"	0
"min"	0.250557511736972
"max"	0.318187830687698
"range"	0.0676303189507265
"sum"	456.147966939114
"median"	0.286040862967648
"mean"	0.285092479336946
"SE.mean"	0.000230932801502348
"CI.mean.0.95"	0.000452962840026523
"var"	8.53279340955568e-05
"std.dev"	0.00923731206009393
"coef.var"	0.032401107463717
"skewness"	-0.342288012375442
"skew.2SE"	-2.79738769433515
"kurtosis"	0.12612059453568
"kurt.2SE"	0.51568804432103
"normtest.W"	0.991961154255981
"normtest.p"	1.13450999287541e-07
