"x"
"nbr.val"	1600
"nbr.null"	0
"nbr.na"	0
"min"	26.6547619043
"max"	34.8999999995
"range"	8.2452380952
"sum"	49559.4023802896
"median"	31.03809523795
"mean"	30.974626487681
"SE.mean"	0.0318049897441625
"CI.mean.0.95"	0.0623838553371716
"var"	1.61849179620205
"std.dev"	1.2721995897665
"coef.var"	0.0410723141495336
"skewness"	-0.181983479991322
"skew.2SE"	-1.48728067911891
"kurtosis"	-0.0128290959340305
"kurt.2SE"	-0.0524562337894418
"normtest.W"	0.997706803921865
"normtest.p"	0.0221352846084732
