"x"
"nbr.val"	1600
"nbr.null"	0
"nbr.na"	0
"min"	0.260915492957545
"max"	0.295088652482128
"range"	0.0341731595245824
"sum"	443.71685975475
"median"	0.277305703766606
"mean"	0.277323037346719
"SE.mean"	0.000133474505494981
"CI.mean.0.95"	0.000261803393397657
"var"	2.85047097874074e-05
"std.dev"	0.00533898021979923
"coef.var"	0.0192518453240661
"skewness"	0.0283564226000526
"skew.2SE"	0.23174608741409
"kurtosis"	-0.138873841169863
"kurt.2SE"	-0.567834141790184
"normtest.W"	0.998689168007307
"normtest.p"	0.274047028857615
