"x"
"nbr.val"	400
"nbr.null"	0
"nbr.na"	0
"min"	0.265346534652475
"max"	0.323883161509278
"range"	0.0585366268568031
"sum"	119.487508942197
"median"	0.297783980581549
"mean"	0.298718772355493
"SE.mean"	0.000446898564960951
"CI.mean.0.95"	0.000878570087364604
"var"	7.98873309456629e-05
"std.dev"	0.00893797129921902
"coef.var"	0.0299210231373819
"skewness"	0.00371589295140382
"skew.2SE"	0.0152267555369521
"kurtosis"	-0.0734398764084823
"kurt.2SE"	-0.150837822242749
"normtest.W"	0.995099014694768
"normtest.p"	0.238009644610628
