"x"
"nbr.val"	400
"nbr.null"	0
"nbr.na"	0
"min"	0.414728682167442
"max"	0.573782771532584
"range"	0.159054089365142
"sum"	215.675107622252
"median"	0.544569288386517
"mean"	0.539187769055629
"SE.mean"	0.00112237319576032
"CI.mean.0.95"	0.00220650410175516
"var"	0.000503888636224491
"std.dev"	0.0224474639152063
"coef.var"	0.041631997614713
"skewness"	-1.2916426187022
"skew.2SE"	-5.29281296670748
"kurtosis"	2.51597317330087
"kurt.2SE"	5.1675456555922
"normtest.W"	0.909643339893226
"normtest.p"	1.02665030050652e-14
