"x"
"nbr.val"	900
"nbr.null"	0
"nbr.na"	0
"min"	0.579718501981597
"max"	0.778158997678652
"range"	0.198440495697054
"sum"	623.338196626882
"median"	0.693506854905104
"mean"	0.692597996252091
"SE.mean"	0.00101204676460905
"CI.mean.0.95"	0.00198624932503941
"var"	0.000921814788380078
"std.dev"	0.0303614029382714
"coef.var"	0.0438369777310481
"skewness"	-0.240946104387805
"skew.2SE"	-1.4779428015004
"kurtosis"	0.348105435687888
"kurt.2SE"	1.06880086475572
"normtest.W"	0.995291853070961
"normtest.p"	0.00720173310363806
