Source;Distance;Number of Changes;LengthSequenceA;LengthSequenceB;LengthBacktrace
original;6,5;4;903;902;817
randomized;54,0833333333;67;903;902;80
randomized;51,0;65;903;902;82
randomized;48,875;62;903;902;80
randomized;52,125;67;903;902;80
randomized;52,25;60;903;902;84
randomized;50,5;63;903;902;83
randomized;55,0;64;903;902;83
randomized;52,00;66;903;902;83
randomized;49,0;64;903;902;82
randomized;48,8333333333;63;903;902;82
randomized;47,50;61;903;902;84
randomized;49,875;66;903;902;82
randomized;49,75;61;903;902;84
randomized;53,125;66;903;902;85
randomized;51,625;64;903;902;86
randomized;50,4583333333;62;903;902;85
randomized;51,3333333333;64;903;902;82
randomized;51,25;62;903;902;89
randomized;47,00;60;903;902;84
randomized;54,0;67;903;902;81
randomized;53,5;65;903;902;80
randomized;49,5;64;903;902;83
randomized;50,75;63;903;902;81
randomized;49,625;62;903;902;86
randomized;51,5;65;903;902;79
randomized;48,5833333333;62;903;902;82
randomized;53,3333333333;66;903;902;81
randomized;52,00;62;903;902;86
randomized;49,25;62;903;902;83
randomized;50,75;64;903;902;82
randomized;52,5;65;903;902;81
randomized;52,25;66;903;902;85
randomized;50,750;62;903;902;83
randomized;50,75;61;903;902;84
randomized;52,875;67;903;902;80
randomized;50,125;63;903;902;84
randomized;52,0;63;903;902;83
randomized;48,8333333333;59;903;902;85
randomized;50,750;61;903;902;85
randomized;47,75;58;903;902;84
randomized;54,3333333333;66;903;902;82
randomized;50,8333333333;64;903;902;81
randomized;52,5;65;903;902;81
randomized;54,0;66;903;902;81
randomized;54,0;67;903;902;79
randomized;54,0;66;903;902;81
randomized;50,5;63;903;902;82
randomized;52,50;62;903;902;83
randomized;52,5;63;903;902;80
randomized;53,125;67;903;902;81
randomized;54,0;60;903;902;84
randomized;51,5;64;903;902;82
randomized;52,75;69;903;902;80
randomized;48,625;66;903;902;80
randomized;51,0;66;903;902;81
randomized;50,625;68;903;902;82
randomized;52,8333333333;68;903;902;83
randomized;52,00;61;903;902;83
randomized;48,5;62;903;902;81
randomized;52,5;63;903;902;81
randomized;49,75;64;903;902;82
randomized;46,50;60;903;902;81
randomized;49,8333333333;65;903;902;83
randomized;51,00;65;903;902;81
randomized;52,5;64;903;902;84
randomized;48,500;64;903;902;83
randomized;51,0;62;903;902;83
randomized;52,25;66;903;902;83
randomized;50,5;63;903;902;83
randomized;52,5;64;903;902;83
randomized;49,50;64;903;902;81
randomized;54,25;68;903;902;79
randomized;49,00;62;903;902;82
randomized;50,5;63;903;902;85
randomized;52,25;63;903;902;81
randomized;52,00;63;903;902;84
randomized;51,0;64;903;902;83
randomized;52,00;64;903;902;81
randomized;49,50;63;903;902;81
randomized;49,75;63;903;902;81
randomized;50,5;64;903;902;79
randomized;50,25;64;903;902;83
randomized;47,8333333333;65;903;902;81
randomized;51,75;65;903;902;83
randomized;49,75;62;903;902;82
randomized;51,75;62;903;902;83
randomized;51,5;63;903;902;81
randomized;47,375;60;903;902;82
randomized;55,5;67;903;902;81
randomized;50,0;64;903;902;81
randomized;53,3333333333;65;903;902;83
randomized;51,0;64;903;902;83
randomized;51,75;65;903;902;81
randomized;49,25;62;903;902;80
randomized;52,0;64;903;902;80
randomized;51,75;60;903;902;86
randomized;54,25;65;903;902;83
randomized;53,5;66;903;902;84
randomized;50,250;63;903;902;83
randomized;54,125;67;903;902;82
randomized;50,00;63;903;902;82
randomized;53,8333333333;68;903;902;82
randomized;52,25;62;903;902;83
randomized;52,25;63;903;902;84
randomized;49,0;61;903;902;82
randomized;51,625;64;903;902;84
randomized;52,0;67;903;902;79
randomized;50,0;61;903;902;82
randomized;51,625;65;903;902;84
randomized;52,0;63;903;902;85
randomized;50,25;63;903;902;81
randomized;50,00;68;903;902;81
randomized;52,25;67;903;902;81
randomized;49,0;66;903;902;82
randomized;47,5;63;903;902;82
randomized;52,00;62;903;902;84
randomized;52,25;63;903;902;82
randomized;47,75;62;903;902;83
randomized;48,25;60;903;902;83
randomized;50,25;62;903;902;84
randomized;49,0;62;903;902;86
randomized;51,25;64;903;902;82
randomized;50,50;64;903;902;80
randomized;48,0;61;903;902;84
randomized;50,25;66;903;902;80
randomized;48,25;61;903;902;82
randomized;49,4583333333;64;903;902;85
randomized;52,5;64;903;902;79
randomized;47,00;60;903;902;84
randomized;49,625;64;903;902;80
randomized;49,1250;62;903;902;81
randomized;51,5;65;903;902;82
randomized;50,000;60;903;902;83
randomized;50,0;67;903;902;84
randomized;46,375;63;903;902;84
randomized;51,5;63;903;902;84
randomized;51,25;66;903;902;79
randomized;48,75;62;903;902;85
randomized;50,1666666666;63;903;902;82
randomized;48,5;59;903;902;83
randomized;52,250;64;903;902;83
randomized;50,00;63;903;902;83
randomized;51,0000;63;903;902;83
randomized;46,75;61;903;902;84
randomized;54,3333333333;65;903;902;82
randomized;51,0833333333;63;903;902;80
randomized;51,5;63;903;902;79
randomized;51,500;62;903;902;82
randomized;50,3333333333;62;903;902;81
randomized;49,75;62;903;902;81
randomized;51,50;62;903;902;85
randomized;51,50;62;903;902;84
randomized;52,8333333333;65;903;902;81
randomized;51,8333333333;64;903;902;82
randomized;48,5;62;903;902;83
randomized;52,50;65;903;902;81
randomized;54,25;68;903;902;80
randomized;50,00;60;903;902;85
randomized;48,50;64;903;902;83
randomized;50,75;65;903;902;82
randomized;52,0;64;903;902;80
randomized;54,5;61;903;902;83
randomized;49,5;63;903;902;81
randomized;53,375;66;903;902;81
randomized;51,25;64;903;902;81
randomized;52,5;65;903;902;81
randomized;49,75;63;903;902;79
randomized;48,50;63;903;902;81
randomized;51,0833333333;68;903;902;81
randomized;50,5;64;903;902;84
randomized;49,0;63;903;902;82
randomized;50,0;63;903;902;84
randomized;47,8333333333;64;903;902;82
randomized;49,0;57;903;902;88
randomized;48,5;60;903;902;84
randomized;49,5833333333;64;903;902;82
randomized;52,25;64;903;902;85
randomized;50,5;64;903;902;85
randomized;45,50;59;903;902;87
randomized;47,75;64;903;902;82
randomized;50,5;61;903;902;82
randomized;53,0;64;903;902;81
randomized;50,0;62;903;902;82
randomized;49,50;64;903;902;85
randomized;51,75;63;903;902;82
randomized;50,50;63;903;902;83
randomized;49,000;62;903;902;84
randomized;53,50;68;903;902;80
randomized;52,0;65;903;902;82
randomized;52,25;66;903;902;83
randomized;52,25;66;903;902;82
randomized;52,5;63;903;902;86
randomized;49,0833333333;62;903;902;86
randomized;48,75;66;903;902;82
randomized;50,750;65;903;902;81
randomized;49,75;64;903;902;84
randomized;49,250;62;903;902;83
randomized;49,25;63;903;902;82
randomized;52,0833333333;64;903;902;84
randomized;49,125;64;903;902;83
randomized;50,0833333333;69;903;902;81
randomized;51,250;66;903;902;82
randomized;53,5;66;903;902;80
randomized;46,8333333333;64;903;902;82
randomized;49,0;59;903;902;83
randomized;48,0;64;903;902;82
randomized;47,0;59;903;902;81
randomized;48,50;59;903;902;87
randomized;49,625;67;903;902;82
randomized;48,25;59;903;902;86
randomized;53,00;66;903;902;81
randomized;50,0;65;903;902;83
randomized;52,00;66;903;902;82
randomized;50,0833333333;63;903;902;86
randomized;50,0;63;903;902;81
randomized;48,5;61;903;902;83
randomized;51,0;65;903;902;81
randomized;52,0;67;903;902;83
randomized;53,00;65;903;902;83
randomized;52,75;64;903;902;85
randomized;51,25;64;903;902;83
randomized;51,0;66;903;902;84
randomized;52,5;66;903;902;83
randomized;50,750;61;903;902;87
randomized;48,8333333333;60;903;902;86
randomized;53,0;64;903;902;81
randomized;51,50;64;903;902;82
randomized;49,75;63;903;902;83
randomized;49,5;62;903;902;82
randomized;51,0;65;903;902;82
randomized;52,000;67;903;902;81
randomized;48,75;64;903;902;80
randomized;50,25;65;903;902;84
randomized;46,9583333333;59;903;902;83
randomized;51,0;61;903;902;85
randomized;49,3333333333;66;903;902;80
randomized;48,8333333333;62;903;902;82
randomized;49,625;63;903;902;85
randomized;53,3333333333;64;903;902;84
randomized;48,0;61;903;902;83
randomized;51,5;64;903;902;81
randomized;50,0;64;903;902;85
randomized;51,75;65;903;902;84
randomized;52,5;65;903;902;83
randomized;49,5833333333;64;903;902;82
randomized;52,00;69;903;902;79
randomized;44,75;60;903;902;82
randomized;48,3333333333;62;903;902;83
randomized;54,500;67;903;902;81
randomized;52,0;65;903;902;84
randomized;54,875;67;903;902;84
randomized;51,0;60;903;902;84
randomized;52,0;61;903;902;81
randomized;52,25;63;903;902;82
randomized;51,75;66;903;902;83
randomized;51,3333333333;66;903;902;84
randomized;50,5;62;903;902;82
randomized;51,0;65;903;902;79
randomized;49,25;66;903;902;82
randomized;50,5;66;903;902;82
randomized;52,5;65;903;902;83
randomized;51,75;63;903;902;82
randomized;49,5;64;903;902;84
randomized;51,5;62;903;902;80
randomized;51,8333333333;64;903;902;86
randomized;52,00;64;903;902;83
randomized;52,125;66;903;902;80
randomized;46,750;60;903;902;85
randomized;51,5;68;903;902;79
randomized;47,00;60;903;902;84
randomized;49,750;66;903;902;80
randomized;53,0;65;903;902;80
randomized;50,750;64;903;902;83
randomized;52,3333333333;63;903;902;81
randomized;52,375;66;903;902;81
randomized;51,5;66;903;902;85
randomized;49,5;65;903;902;81
randomized;53,3333333333;65;903;902;82
randomized;52,0;67;903;902;80
randomized;54,5;66;903;902;80
randomized;50,25;62;903;902;82
randomized;53,75;66;903;902;81
randomized;49,00;67;903;902;82
randomized;51,875;67;903;902;81
randomized;53,25;66;903;902;82
randomized;52,375;68;903;902;79
randomized;51,25;64;903;902;81
randomized;48,625;62;903;902;84
randomized;50,625;65;903;902;79
randomized;52,0;63;903;902;80
randomized;48,5;61;903;902;82
randomized;48,75;61;903;902;82
randomized;50,8333333333;65;903;902;82
randomized;51,75;65;903;902;83
randomized;51,25;64;903;902;85
randomized;47,375;65;903;902;84
randomized;52,5;63;903;902;84
randomized;51,0;63;903;902;80
randomized;51,75;68;903;902;83
randomized;51,250;61;903;902;86
randomized;51,250;64;903;902;84
randomized;48,500;59;903;902;87
randomized;51,25;61;903;902;83
randomized;54,5;65;903;902;82
randomized;52,50;65;903;902;84
randomized;45,00;58;903;902;85
randomized;50,0;64;903;902;82
randomized;47,0000;61;903;902;83
randomized;49,25;63;903;902;86
randomized;46,3333333333;63;903;902;81
randomized;53,5;62;903;902;84
randomized;51,0;68;903;902;80
randomized;52,250;66;903;902;80
randomized;51,50;65;903;902;85
randomized;50,5;66;903;902;79
randomized;51,5;65;903;902;83
randomized;53,00;68;903;902;83
randomized;53,75;66;903;902;82
randomized;49,875;64;903;902;81
randomized;51,25;61;903;902;85
randomized;49,0833333333;64;903;902;83
randomized;48,5;61;903;902;84
randomized;49,75;59;903;902;85
randomized;50,25;63;903;902;85
randomized;52,500;64;903;902;83
randomized;51,75;65;903;902;83
randomized;47,75;63;903;902;83
randomized;48,50;62;903;902;84
randomized;47,75;64;903;902;83
randomized;46,7083333333;62;903;902;81
randomized;52,3333333333;66;903;902;82
randomized;51,125;64;903;902;83
randomized;49,00;63;903;902;85
randomized;51,375;65;903;902;81
randomized;52,000;67;903;902;81
randomized;47,5;59;903;902;85
randomized;54,750;71;903;902;78
randomized;50,500;63;903;902;85
randomized;51,25;69;903;902;80
randomized;54,5;66;903;902;85
randomized;49,75;66;903;902;80
randomized;48,75;61;903;902;82
randomized;52,625;66;903;902;79
randomized;52,25;65;903;902;81
randomized;52,00;64;903;902;78
randomized;53,75;66;903;902;84
randomized;52,50;65;903;902;81
randomized;48,25;62;903;902;80
randomized;54,25;70;903;902;80
randomized;46,125;62;903;902;83
randomized;49,50;64;903;902;82
randomized;50,75;65;903;902;85
randomized;48,5000000000;63;903;902;82
randomized;53,0;63;903;902;84
randomized;53,5;67;903;902;79
randomized;49,750;63;903;902;85
randomized;50,3333333333;67;903;902;81
randomized;53,0;66;903;902;82
randomized;45,000;63;903;902;81
randomized;52,0;62;903;902;84
randomized;49,75;62;903;902;84
randomized;48,50;61;903;902;82
randomized;49,0;64;903;902;83
randomized;51,5;63;903;902;82
randomized;50,750;64;903;902;82
randomized;51,75;65;903;902;83
randomized;51,00;63;903;902;84
randomized;51,5;66;903;902;81
randomized;52,0;67;903;902;79
randomized;50,25;67;903;902;81
randomized;50,625;61;903;902;86
randomized;47,75;61;903;902;83
randomized;50,5;67;903;902;80
randomized;49,25;64;903;902;84
randomized;52,625;65;903;902;81
randomized;51,500;65;903;902;83
randomized;49,750;66;903;902;84
randomized;49,25;66;903;902;83
randomized;48,75;65;903;902;81
randomized;53,00;63;903;902;85
randomized;51,5;64;903;902;80
randomized;51,50;67;903;902;79
randomized;52,625;64;903;902;83
randomized;49,50;64;903;902;82
randomized;52,5;65;903;902;79
randomized;52,25;64;903;902;80
randomized;51,00;65;903;902;84
randomized;49,50;67;903;902;83
randomized;53,0;67;903;902;79
randomized;52,2500;65;903;902;80
randomized;50,8333333333;64;903;902;82
randomized;53,0;67;903;902;80
randomized;54,750;65;903;902;82
randomized;49,3333333333;65;903;902;81
randomized;48,0833333333;61;903;902;82
randomized;52,50;66;903;902;82
randomized;53,75;67;903;902;79
randomized;55,75;69;903;902;80
randomized;52,5;64;903;902;81
randomized;52,3333333333;64;903;902;79
