Source;Distance;Number of Changes;LengthSequenceA;LengthSequenceB;LengthBacktrace
original;78,0999999998;216;180;204;242
randomized;84,4666666665;222;180;204;246
randomized;83,0166666665;218;180;204;238
randomized;83,7999999998;221;180;204;241
randomized;83,3833333332;226;180;204;246
randomized;84,4166666665;222;180;204;244
randomized;82,9666666665;221;180;204;245
randomized;82,0499999998;220;180;204;241
randomized;82,3666666665;228;180;204;248
randomized;81,5166666665;225;180;204;247
randomized;80,9999999998;213;180;204;240
randomized;81,2499999998;221;180;204;244
randomized;81,2166666665;221;180;204;244
randomized;81,9499999998;216;180;204;242
randomized;82,5666666665;225;180;204;246
randomized;82,4666666665;224;180;204;243
randomized;83,4166666665;223;180;204;244
randomized;80,8833333332;214;180;204;239
randomized;82,5499999998;224;180;204;243
randomized;78,6999999998;216;180;204;242
randomized;82,8499999998;222;180;204;248
randomized;82,2499999998;222;180;204;245
randomized;83,7666666665;225;180;204;249
randomized;83,1999999998;225;180;204;244
randomized;82,5166666665;224;180;204;242
randomized;83,6499999999;227;180;204;244
randomized;82,1833333332;220;180;204;245
randomized;83,8666666665;220;180;204;240
randomized;83,7666666665;225;180;204;243
randomized;82,0166666665;214;180;204;240
randomized;82,2333333332;222;180;204;243
randomized;82,1499999998;217;180;204;243
randomized;83,7166666665;221;180;204;240
randomized;82,5166666665;221;180;204;243
randomized;82,5166666665;219;180;204;242
randomized;83,1999999998;226;180;204;249
randomized;82,5166666665;222;180;204;246
randomized;81,5499999998;223;180;204;243
randomized;81,5499999998;223;180;204;243
randomized;83,2499999998;229;180;204;247
randomized;81,2666666665;224;180;204;248
randomized;81,0333333332;215;180;204;244
randomized;79,7666666665;217;180;204;244
randomized;80,6666666665;218;180;204;239
randomized;82,2166666665;219;180;204;245
randomized;81,6666666665;221;180;204;243
randomized;82,4999999998;220;180;204;237
randomized;81,8999999998;214;180;204;241
randomized;82,7499999998;220;180;204;242
randomized;83,4999999998;219;180;204;239
randomized;79,9499999998;214;180;204;239
randomized;81,9166666665;218;180;204;243
randomized;82,2333333332;223;180;204;249
randomized;82,4999999998;220;180;204;244
randomized;83,7499999998;228;180;204;243
randomized;83,9999999998;227;180;204;240
randomized;82,1666666665;223;180;204;241
randomized;84,0666666665;221;180;204;243
randomized;80,2666666665;218;180;204;245
randomized;81,4666666665;222;180;204;245
randomized;82,0499999998;219;180;204;239
randomized;85,6666666665;234;180;204;251
randomized;82,6999999998;220;180;204;240
randomized;83,6499999998;217;180;204;235
randomized;84,1999999998;226;180;204;245
randomized;82,6333333332;223;180;204;246
randomized;82,0499999998;222;180;204;241
randomized;79,1666666665;215;180;204;241
randomized;81,0499999998;221;180;204;241
randomized;84,1999999998;224;180;204;242
randomized;83,1166666665;221;180;204;244
randomized;81,7999999998;222;180;204;243
randomized;83,2333333332;221;180;204;241
randomized;81,9666666665;220;180;204;239
randomized;84,0166666665;225;180;204;249
randomized;83,0499999998;220;180;204;243
randomized;81,1333333332;219;180;204;244
randomized;83,1166666665;219;180;204;249
randomized;83,3166666665;225;180;204;243
randomized;82,0499999998;223;180;204;243
randomized;82,4499999998;216;180;204;240
randomized;82,9499999998;222;180;204;240
randomized;82,8666666665;227;180;204;244
randomized;82,0666666665;219;180;204;243
randomized;83,3166666665;224;180;204;244
randomized;82,8166666665;225;180;204;245
randomized;81,1666666665;217;180;204;241
randomized;82,3166666665;220;180;204;244
randomized;84,3166666665;226;180;204;241
randomized;81,2666666665;219;180;204;243
randomized;82,2499999998;219;180;204;241
randomized;82,8333333332;223;180;204;248
randomized;84,3499999998;224;180;204;241
randomized;83,7499999998;220;180;204;242
randomized;82,2666666665;219;180;204;240
randomized;82,6499999998;221;180;204;241
randomized;82,6999999999;225;180;204;245
randomized;82,0666666665;223;180;204;243
randomized;84,4166666665;228;180;204;246
randomized;83,4166666665;224;180;204;244
randomized;82,6999999998;217;180;204;237
randomized;84,2499999998;226;180;204;246
randomized;83,9666666665;226;180;204;247
randomized;82,1499999998;214;180;204;240
randomized;82,4333333332;220;180;204;248
randomized;83,1166666665;227;180;204;249
randomized;83,3999999998;224;180;204;250
randomized;84,7999999998;231;180;204;251
randomized;83,0499999998;219;180;204;242
randomized;81,9166666665;226;180;204;251
randomized;82,5666666665;225;180;204;246
randomized;83,3166666665;222;180;204;239
randomized;83,6499999998;220;180;204;242
randomized;83,2499999998;221;180;204;242
randomized;82,5333333332;223;180;204;247
randomized;82,5999999998;228;180;204;248
randomized;83,1999999998;222;180;204;240
randomized;84,4499999998;226;180;204;246
randomized;81,9499999998;217;180;204;242
randomized;82,7999999998;221;180;204;240
randomized;83,8666666665;225;180;204;244
randomized;81,9166666665;226;180;204;250
randomized;83,5833333332;231;180;204;257
randomized;83,1666666665;222;180;204;242
randomized;84,3999999998;227;180;204;247
randomized;82,3666666665;222;180;204;245
randomized;81,6999999998;217;180;204;242
randomized;83,4666666665;227;180;204;248
randomized;82,1666666665;215;180;204;241
randomized;82,1666666665;221;180;204;242
randomized;83,0499999999;228;180;204;252
randomized;82,7166666665;225;180;204;247
randomized;80,7166666665;220;180;204;238
randomized;84,3499999998;220;180;204;243
randomized;82,8499999998;223;180;204;246
randomized;81,3499999998;221;180;204;242
randomized;81,9333333332;223;180;204;249
randomized;82,1999999998;221;180;204;248
randomized;80,5499999998;219;180;204;244
randomized;83,5499999998;226;180;204;251
randomized;82,8666666665;222;180;204;243
randomized;81,5999999998;216;180;204;238
randomized;81,2166666665;221;180;204;241
randomized;83,4499999998;224;180;204;246
randomized;82,1833333332;224;180;204;248
randomized;83,4166666665;224;180;204;244
randomized;84,2499999998;228;180;204;242
randomized;81,6666666665;223;180;204;244
randomized;82,6999999998;224;180;204;243
randomized;82,6999999998;220;180;204;246
randomized;81,3833333332;219;180;204;246
randomized;81,1499999998;221;180;204;243
randomized;81,4499999998;218;180;204;242
randomized;84,2499999998;233;180;204;250
randomized;83,2166666665;221;180;204;243
randomized;83,4499999998;227;180;204;247
randomized;80,9999999998;223;180;204;239
randomized;82,7499999998;222;180;204;244
randomized;83,3666666665;223;180;204;245
randomized;81,4999999998;221;180;204;243
randomized;83,4166666665;229;180;204;246
randomized;83,6499999998;228;180;204;244
randomized;81,7666666665;221;180;204;242
randomized;80,4499999998;219;180;204;239
randomized;81,6999999998;217;180;204;243
randomized;82,8499999998;225;180;204;243
randomized;78,8999999998;214;180;204;239
randomized;84,0999999998;228;180;204;242
randomized;81,9333333332;214;180;204;241
randomized;82,5166666665;220;180;204;239
randomized;82,8166666665;224;180;204;250
randomized;82,2666666665;226;180;204;245
randomized;83,1666666665;225;180;204;244
randomized;83,8499999998;231;180;204;248
randomized;81,9666666665;217;180;204;239
randomized;79,4999999998;216;180;204;239
randomized;82,9666666665;220;180;204;240
randomized;82,7499999998;221;180;204;247
