"Group";"Case";"Signbased.all";"Signbased.all.gap";"Signbased.log";"Signbased.log.gap";"Signbased.vis";"Signbased.vis.gap";"Superlogical";"Superlogical.gap";"withoutSB.all";"withoutSB.all.gap";"withoutSB.log";"withoutSB.log.gap";"withoutSB.vis";"withoutSB.vis.gap"
"5";"30";0,955416161024186;0,0387469832388994;0,043283818035055;0,909505936530739;0,0122622718560137;0,0214173781964874;0,0234759038649712;0,00192821846036324;0,309502712125129;0,0036223783362607;0,086874641097405;0,421160431470983;0,0234099345771022;0,72034201163066
"6";"11";0,11493208962019;0,00483928301295944;0,0802019359602093;0,578585622296796;8,45067058581646e-06;0,371878404695275;0,086141286056916;0,0344207978384219;0,1139571410088;0,436662844173262;0,289232229762293;0,609069870095997;0,000468205178190009;0,8345149082664
"6";"12";0,80480049310912;0,00304965178895923;0,709680319533303;0,393589096887766;8,480112566585e-10;0,514881767782214;0,543533808243975;0,0928224524175446;0,411371510834847;0,0211009563621579;0,268093505768132;0,180986222941536;4,35489934517581e-11;0,390229618259473
"6";"13";0,159857236471713;0,0119506157791709;0,404066818441444;0,707933257293611;0,0984944419992173;0,445702524326192;0,000851081795917018;0,0806335454981787;0,755259673824293;0,285418377880003;0,10233383239991;0,0383112638143891;0,00108600704959825;0,155579441390095
"6";"14";0,91238139104176;0,0717621010938675;0,502096857469925;0,189391574492391;4,32817999159974e-26;0,204959321202928;0,222547313515926;0,295568782729431;0,0623513877510263;0,0973540690545447;0,00549547689385192;0,0273687308771121;1,02799989360134e-27;0,0763363228439355
"6";"15";0,34993702745999;0,668154457238645;0,00234717412947884;0,0556758915354221;2,69287054257767e-07;0,429449048562207;0,000197899920768076;0,520162930530588;0,505671326227117;0,00375126294447618;0,32153613328501;0,011768232612521;2,02247324244147e-08;0,0862417214665314
"6";"16";0,12981007824261;0,326934197787237;0,899027439910728;0,476622500320955;2,39013221140918e-14;0,0227897253865277;0,0545639711426306;0,893835207384935;0,213510341809292;0,0015981393926073;0,710189808378936;0,86578550331809;4,36638659935228e-20;0,227999981494464
"6";"17";0,445646664041976;0,275169139213656;0,247160561000371;0,0627574090938675;3,05400519806863e-05;0,716443097559795;0,103959301009693;0,825535742087582;0,323479816423439;0,0241063764874247;0,0159574940950046;0,504300043395584;4,95926412250004e-07;0,0119853145491254
"6";"18";0,0106091210138748;0,466625400874063;0,688978581250744;0,258014727929479;6,02476945597211e-10;0,727908370704844;0,858509922119473;0,725832282969086;0,806338991254903;0,477737093775467;0,167875775323288;0,62658958587191;1,094245637958e-09;0,555074658704755
"6";"19";0,539966383306457;0,179558769555193;0,311229016858561;0,307030522854043;2,82405208798844e-11;0,669281511398948;0,629337551471706;0,630089053052215;0,02508828903456;0,0555368921052896;0,759727467629736;0,288550463467306;7,70432547282755e-07;0,293014693672296
"6";"20";0,489816701046574;0,000217128826184549;0,132511799616799;0,564792198374542;1,68327967161129e-15;0,633932245322261;0,37555325071513;0,0971193761807725;0,666488889866748;0,113859067982598;0,895457437177258;0,683332321715231;4,81221652449279e-14;0,118627406858806
"7";"1";0,0470174660712195;0,0662850946764864;0,370229469286973;0,68763735733149;1,57277716211559e-08;0,894967571860055;0,277579762954561;0,147547188794597;0,201648146670808;0,536587157106897;0,530248276900456;0,166287786772446;1,96276078494414e-12;0,447950501541158
"7";"2";0,214228757681415;0,260002452858894;0,41230866594248;0,253526633998642;0,00203840401285709;0,0437993335244045;0,00186136473328459;0,904759061429671;0,338091253198411;0,411823137608393;0,0100517462447731;0,61772145585145;0,514257569045877;0,00341918440794808
"7";"3";0,0414615169681183;0,0106048959279572;5,25573581313879e-06;0,843057442016212;1,17612599244764e-12;0,357041368982226;0,0928484285015603;0,734505570806631;0,0329465755299086;0,15188850542761;0,226376804136778;0,21398981659623;1,78369392584082e-16;0,577481514551595
"7";"4";0,487368382210034;0,999154256285183;0,350276426863083;0,354931083006957;4,28779651181071e-12;0,349460037516721;0,0053140005757001;0,642087122898907;0,0922485985143696;0,00153710893919967;0,000786193410955042;0,146424840061111;4,9014840717029e-14;0,624837943538851
"7";"5";0,692390648120585;0,325095219041947;0,402066743701875;0,230956027481919;1,23126329542787e-06;0,400537322549075;0,0203816346377832;0,913585775354279;0,124911615703752;0,0366891959381301;0,955511588857918;0,937850766916627;3,80535277927983e-12;0,283246704146971
"7";"6";0,918265565181;0,584820353441997;0,187572544722442;0,185609397692831;1,6407412336127e-08;0,801890218699801;0,113481560200494;0,204759354875306;0,684487849277052;0,67669973893252;0,123559731963697;0,165480646109432;7,25799825463775e-05;0,0405178241549108
"7";"7";0,957484348595954;0,552615829376249;0,756096815224367;0,441402961704206;2,38727054181314e-11;0,67201053256569;6,60319929175297e-06;0,147368065331544;0,924389528658581;0,368439287965189;0,353591412260442;0,420940177993243;5,01569207007112e-12;0,0734507534770728
"7";"8";0,49204971214001;0,450496018488108;0,13278190176307;0,60503696481545;2,45884518775377e-09;0,773971047735873;0,0876123219145594;0,795582713128901;0,553958294789973;0,634562257775496;0,0840620129246241;0,215285134678378;5,68405951252884e-14;0,895497667022967
"7";"9";0,180854764358519;0,407921019104592;0,0133445242858829;0,577085573860163;1,07178764741828e-06;0,128916669046433;0,776208129706001;0,86137294699359;0,861864446181376;0,930435745415469;0,901945092604604;0,231075786529524;1,7903381712981e-13;0,466841166869217
"7";"10";0,326679747175543;0,17549192204956;0,00293438652418654;0,483898722090858;1,65474515267082e-10;0,735347745303284;0,579292859424949;0,545732316384832;0,00162052415614059;0,217013056140286;0,18209703282249;0,401727514145254;1,78318009928488e-09;0,890541958233099
